Arsenal,Manchester City,Manchester United,Aston Villa,Chelsea,Liverpool,Brentford,Everton,AFC Bournemouth,Fulham,Sunderland,Newcastle United,Crystal Palace,Brighton & Hove Albion,Leeds United,Tottenham Hotspur,Nottingham Forest,West Ham United,Burnley,Wolverhampton Wanderers
9359.0,641.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
641.0,9149.0,111.0,48.0,39.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,181.0,4466.0,1951.0,2175.0,1169.0,49.0,5.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,20.0,2539.0,2554.0,2652.0,1989.0,197.0,31.0,2.0,6.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,6.0,1671.0,2682.0,2440.0,2387.0,585.0,138.0,16.0,26.0,14.0,18.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.0,890.0,2037.0,1794.0,2729.0,1506.0,507.0,91.0,152.0,81.0,114.0,18.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,259.0,563.0,625.0,1106.0,3714.0,1349.0,469.0,608.0,372.0,497.0,113.0,322.0,3.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,46.0,127.0,190.0,408.0,1809.0,2056.0,1079.0,1114.0,806.0,1108.0,331.0,921.0,5.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,15.0,27.0,60.0,129.0,1040.0,1823.0,1393.0,1410.0,1058.0,1389.0,503.0,1129.0,22.0,1.0,1.0,0.0,0.0,0.0
0.0,0.0,2.0,8.0,20.0,50.0,524.0,1490.0,1487.0,1499.0,1253.0,1449.0,785.0,1373.0,53.0,4.0,3.0,0.0,0.0,0.0
0.0,0.0,1.0,3.0,4.0,17.0,317.0,1047.0,1494.0,1455.0,1535.0,1514.0,1021.0,1446.0,128.0,9.0,7.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,4.0,169.0,749.0,1444.0,1421.0,1568.0,1396.0,1445.0,1482.0,267.0,26.0,20.0,8.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,65.0,513.0,1266.0,1209.0,1617.0,1223.0,1932.0,1466.0,536.0,87.0,56.0,29.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,21.0,245.0,916.0,867.0,1286.0,992.0,2555.0,1237.0,1265.0,333.0,174.0,109.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,3.0,42.0,290.0,194.0,336.0,254.0,1045.0,423.0,4047.0,1801.0,955.0,610.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,50.0,33.0,63.0,36.0,216.0,92.0,2226.0,3061.0,2579.0,1630.0,9.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,7.0,4.0,29.0,15.0,1026.0,2703.0,3310.0,2861.0,37.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,416.0,1926.0,2791.0,4609.0,229.0,24.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,49.0,103.0,139.0,7767.0,1936.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1958.0,8038.0
