Arsenal,Manchester City,Manchester United,Aston Villa,Chelsea,Liverpool,Brentford,Everton,AFC Bournemouth,Fulham,Sunderland,Newcastle United,Crystal Palace,Brighton & Hove Albion,Leeds United,Tottenham Hotspur,Nottingham Forest,West Ham United,Burnley,Wolverhampton Wanderers
9413.0,587.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
586.0,9190.0,126.0,50.0,24.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,204.0,4534.0,1870.0,2205.0,1130.0,51.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,17.0,2491.0,2548.0,2703.0,1991.0,198.0,32.0,6.0,4.0,3.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,1659.0,2698.0,2421.0,2355.0,603.0,136.0,22.0,46.0,20.0,22.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,871.0,2086.0,1771.0,2767.0,1530.0,448.0,112.0,151.0,96.0,80.0,20.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,265.0,574.0,600.0,1134.0,3653.0,1424.0,466.0,597.0,339.0,524.0,92.0,330.0,2.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,43.0,132.0,187.0,376.0,1853.0,2200.0,1043.0,1110.0,761.0,1133.0,302.0,853.0,7.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,8.0,36.0,66.0,134.0,996.0,1814.0,1348.0,1326.0,1117.0,1498.0,447.0,1184.0,24.0,2.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,6.0,16.0,49.0,569.0,1398.0,1516.0,1539.0,1319.0,1446.0,708.0,1358.0,66.0,5.0,3.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,6.0,31.0,298.0,1039.0,1508.0,1481.0,1466.0,1426.0,1122.0,1471.0,134.0,10.0,5.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,8.0,171.0,749.0,1476.0,1461.0,1548.0,1343.0,1436.0,1495.0,264.0,24.0,18.0,7.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,2.0,57.0,468.0,1303.0,1220.0,1586.0,1232.0,1955.0,1442.0,545.0,106.0,58.0,26.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,17.0,242.0,875.0,845.0,1324.0,982.0,2604.0,1241.0,1252.0,310.0,205.0,102.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,3.0,44.0,278.0,206.0,362.0,266.0,1039.0,437.0,3996.0,1801.0,934.0,631.0,3.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,44.0,11.0,51.0,37.0,241.0,88.0,2271.0,3051.0,2650.0,1553.0,2.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,8.0,5.0,30.0,18.0,1033.0,2685.0,3250.0,2929.0,35.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,397.0,1979.0,2769.0,4632.0,192.0,29.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,27.0,108.0,116.0,7660.0,2080.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2108.0,7890.0
